id;paisagem;coleta;amostra;pH;EC;OD;TDS;Temp;ColF;ColT;Sol;Turb;PT;Nit;Nitra;fma;ca;sil;NumP;MPS;ED;TE;MPE;MSI
60F30CB18;6;4;2;7.15;28;6.23;14;22.2;80;640;1.5;1.82;0;0.03;0.024;70.6;30;0.01;9;21.066;1.565;23325.486;2591.721;2.301
60F30CB18;6;4;3;7.15;28;6.23;14;22.2;80;640;1.2;1.75;0;0.002;0;70.6;30;0.01;9;21.066;1.565;23325.486;2591.721;2.301
60F30CB18;6;5;1;7.1;28;6.26;14;19.4;160;1120;2.4;1.92;0;0.002;0.048;70.6;30;0.01;9;21.066;1.565;23325.486;2591.721;2.301
60F30CB18;6;5;2;7.1;28;6.26;14;19.4;160;1120;0.6;2.01;0;0;0.034;70.6;30;0.01;9;21.066;1.565;23325.486;2591.721;2.301
60F30CB18;6;5;3;7.1;28;6.26;14;19.4;160;1120;1.5;2.2;0.019;0.002;0.037;70.6;30;0.01;9;21.066;1.565;23325.486;2591.721;2.301
30F60CB7;7;1;1;7.58;30;7.95;15;14.5;0;560;0;1.75;0;0;0.047;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB7;7;1;2;7.58;30;7.95;15;14.5;0;560;0.1;1.51;0;0;0.039;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB7;7;1;3;7.58;30;7.95;15;14.5;0;560;0.05;1.65;0;0;0.047;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB7;7;2;1;7.81;33;7.42;17;18.6;0;0;0.167;2.93;0;0;0.051;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB7;7;2;2;7.81;33;7.42;17;18.6;0;0;0.333;2.58;0;0;0.037;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB7;7;2;3;7.81;33;7.42;17;18.6;0;0;0.25;2.51;0;0;0.061;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB7;7;3;1;7.53;27;5.75;14;19.4;800;2800;1.9;5.96;0;0;0.039;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB7;7;3;2;7.53;27;5.75;14;19.4;800;2800;3.5;5.99;0;0.002;0.043;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB7;7;3;3;7.53;27;5.75;14;19.4;800;2800;2.7;6.01;0;0.003;0.04;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB7;7;4;1;7.53;31;5.4;15;20.1;0;0;42;4.58;0.131;0.026;0.243;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB7;7;4;2;7.53;31;5.4;15;20.1;0;0;29.714;4.5;0.145;0.023;0.224;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB7;7;4;3;7.53;31;5.4;15;20.1;0;0;35.85;4.49;0.141;0.008;0.123;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB7;7;5;1;7.2;23;6.41;11;15.1;80;400;0.48;2.54;0;0;0.088;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB7;7;5;2;7.2;23;6.41;11;15.1;80;400;0.8;2.51;0;0.002;0.077;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB7;7;5;3;7.2;23;6.41;11;15.1;80;400;0.64;2.48;0;0.002;0.087;32.79;74.79;0.59;29;22.177;5.463;81420.633;2807.608;2.183
30F60CB8;8;1;1;7.2;24;7.74;11;15.3;0;0;2.316;2.03;0;0;0.056;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB8;8;1;2;7.2;24;7.74;11;15.3;0;0;0.6;1.99;0;0;0.021;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB8;8;1;3;7.2;24;7.74;11;15.3;0;0;14.58;1.94;0;0;0.058;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB8;8;2;3;7.76;52;6.89;27;19;0;0;0.133;1.77;0;0;0.056;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB8;8;2;1;7.76;52;6.89;27;19;0;0;0.4;1.68;0;0;0.066;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB8;8;2;3;7.76;52;6.89;27;19;0;0;NA;1.66;0;0;0.061;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB8;8;3;1;7.38;16;6.39;8;20.2;80;1040;1.2;2.54;0;0;0.053;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB8;8;3;2;7.38;16;6.39;8;20.2;80;1040;1.7;2.44;0;0;0.037;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB8;8;3;3;7.38;16;6.39;8;20.2;80;1040;NA;2.5;0;0.002;0.04;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB8;8;4;1;7.38;12;5.75;7;20.1;0;0;4.1;6.73;0.024;0.006;0.077;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB8;8;4;2;7.38;12;5.75;7;20.1;0;0;3.3;6.64;0;0.006;0.075;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB8;8;4;3;7.38;12;5.75;7;20.1;0;0;NA;6.89;0.029;0.003;0.055;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB8;8;5;1;7.2;14;6.6;7;15.5;80;400;0.64;0.8;0;0;0.091;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB8;8;5;2;7.2;14;6.6;7;15.5;80;400;0.08;0.82;0;0;0.095;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB8;8;5;3;7.2;14;6.6;7;15.5;80;400;NA;0.84;0;0;0.085;36.66;77.13;0;18;19.19;3.447;51369.491;2853.861;2.525
30F60CB26;9;1;1;7.47;43;15.9;22;18;640;4000;2.5;5.29;0;0;0.063;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
30F60CB26;9;1;2;7.47;43;15.9;22;18;640;4000;1.875;5.52;0;0;0.115;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
30F60CB26;9;1;3;7.47;43;15.9;22;18;640;4000;NA;5.67;0;0;0.208;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
30F60CB26;9;2;1;7.51;41;15.9;21;18.8;160;2480;4;8.41;0;0;0.075;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
30F60CB26;9;2;2;7.51;41;15.9;21;18.8;160;2480;2.571;8.78;0;0.002;0.088;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
30F60CB26;9;2;3;7.51;41;15.9;21;18.8;160;2480;NA;8.1;0;0;0.088;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
30F60CB26;9;3;1;7.26;36;3.69;18;21;20480;61440;10.6;61.5;0.054;0.022;0.191;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
30F60CB26;9;3;2;7.26;36;3.69;18;21;20480;61440;12.3;61.4;0.053;0.024;0.183;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
30F60CB26;9;3;3;7.26;36;3.69;18;21;20480;61440;NA;61.9;0.049;0.019;0.155;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
30F60CB26;9;4;1;7.26;32;4.51;16;23;1840;4400;13;25.9;0.029;0.001;0.034;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
30F60CB26;9;4;2;7.26;32;4.51;16;23;1840;4400;12.6;25.8;0.056;0.006;0.069;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
30F60CB26;9;4;3;7.26;32;4.51;16;23;1840;4400;NA;25.8;0.047;0.008;0.056;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
30F60CB26;9;5;1;6.8;27;5.33;13;20.4;960;4640;16.4;7.16;0.032;0.002;0.17;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
30F60CB26;9;5;2;6.8;27;5.33;13;20.4;960;4640;15.5;7.09;0.039;0.003;0.17;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
30F60CB26;9;5;3;6.8;27;5.33;13;20.4;960;4640;NA;7.17;0.031;0.002;0.147;30;60;0;25;24.108;3.465;51646.609;2065.864;5.598
10F60CB4;10;1;1;7.6;43;7.33;22;15.6;160;640;0.8;5.16;0;0.005;0;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB4;10;1;2;7.6;43;7.33;22;15.6;160;640;0.5;5.01;0;0.001;0.035;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB4;10;1;3;7.6;43;7.33;22;15.6;160;640;NA;4.9;0;0.004;0.039;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB4;10;2;1;7.9;80;6.25;40;18;960;1920;0.984;9.37;0;0.002;0.058;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB4;10;2;2;7.9;80;6.25;40;18;960;1920;1.667;9.61;0;0.002;0.069;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB4;10;2;3;7.9;80;6.25;40;18;960;1920;NA;9.78;0;0;0.093;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB4;10;3;1;8;83;5.24;41;22;80;480;4.6;18.3;0;0.001;0.043;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB4;10;3;2;8;83;5.24;41;22;80;480;9.2;16.6;0;0.007;0.039;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB4;10;3;3;8;83;5.24;41;22;80;480;NA;16.3;0.016;0.006;0.043;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB4;10;4;1;8;62;4.78;31;23.1;160;1840;5.4;12.9;0;0.007;0.04;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB4;10;4;2;8;62;4.78;31;23.1;160;1840;4.3;12.3;0;0.006;0.042;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB4;10;4;3;8;62;4.78;31;23.1;160;1840;NA;12.8;0;0.008;0.045;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB4;10;5;1;8.5;54;5.18;27;16;160;560;3.1;6.91;0.014;0.003;0.063;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB4;10;5;2;8.5;54;5.18;27;16;160;560;9.4;7.17;0.014;0.004;0.064;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB4;10;5;3;8.5;54;5.18;27;16;160;560;NA;6.8;0.012;0.003;0.067;11.83;78;0;16;25.266;2.608;38876.291;2429.768;1.724
10F60CB6;11;1;1;7.32;32;6.56;16;16.6;240;1040;1.4;2.01;0;0;0.024;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
10F60CB6;11;1;2;7.32;32;6.56;16;16.6;240;1040;1.5;1.94;0;0;0.023;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
10F60CB6;11;1;3;7.32;32;6.56;16;16.6;240;1040;NA;2.03;0;0;0.016;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
10F60CB6;11;2;1;7.56;46;5.92;22;20.6;2560;4320;1;5;0;0;0.544;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
10F60CB6;11;2;2;7.56;46;5.92;22;20.6;2560;4320;0.9;4.97;0;0;0.359;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
10F60CB6;11;2;3;7.56;46;5.92;22;20.6;2560;4320;NA;4.89;0;0;0.176;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
10F60CB6;11;3;1;8.73;39;4.4;20;23.8;80;1200;2.7;5.96;0.017;0.003;0.034;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
10F60CB6;11;3;2;8.73;39;4.4;20;23.8;80;1200;2;5.99;0.021;0.003;0.037;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
10F60CB6;11;3;3;8.73;39;4.4;20;23.8;80;1200;NA;6.01;0.031;0.002;0.035;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
10F60CB6;11;4;1;8.87;37;4.46;18;23.2;80;1360;1;4.58;0.012;0.004;0.047;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
10F60CB6;11;4;2;8.87;37;4.46;18;23.2;80;1360;1.4;4.5;0.014;0.005;0.045;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
10F60CB6;11;4;3;8.87;37;4.46;18;23.2;80;1360;NA;4.49;0.012;0.004;0.035;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
10F60CB6;11;5;1;8.12;30;5.23;15;20.8;80;960;0.1;2.54;0;0;0.093;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
