id;paisagem;coleta;amostra;pH;EC;OD;TDS;Temp;ColF;ColT;Sol;Turb;PT;Nit;Nitra;fma;ca;sil;NumP;MPS;ED;TE;MPE;MSI
10F60CB6;11;5;2;8.12;30;5.23;15;20.8;80;960;0.9;2.51;0;0.002;0.077;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
10F60CB6;11;5;3;8.12;30;5.23;15;20.8;80;960;NA;2.48;0;0;0.087;12.62;75;0.08;62;28.511;9.544;142240.402;2294.2;1.937
10F60CB12;12;1;1;7.32;42;7.48;19;17.4;0;400;1.9;2.52;0;0.002;0.016;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
10F60CB12;12;1;2;7.32;42;7.48;19;17.4;0;400;2.4;2.51;0;0.001;0.021;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
10F60CB12;12;1;3;7.32;42;7.48;19;17.4;0;400;NA;2.55;0;0;0.021;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
10F60CB12;12;2;1;7.85;62;7.22;31;20.4;960;1680;4;11.9;0;0;0.047;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
10F60CB12;12;2;2;7.85;62;7.22;31;20.4;960;1680;3.875;12.2;0;0.001;0.114;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
10F60CB12;12;2;3;7.85;62;7.22;31;20.4;960;1680;NA;11.7;0;0;0.061;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
10F60CB12;12;3;1;8.43;47;3.72;24;25.9;240;1440;9;10.5;0.115;0.006;0.035;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
10F60CB12;12;3;2;8.43;47;3.72;24;25.9;240;1440;6.7;11.1;0.128;0;0.05;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
10F60CB12;12;3;3;8.43;47;3.72;24;25.9;240;1440;NA;10.8;0.125;0.009;0.039;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
10F60CB12;12;4;1;8.7;45;4.27;22;24.4;80;2640;3.6;5.95;0.053;0.006;0.042;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
10F60CB12;12;4;2;8.7;45;4.27;22;24.4;80;2640;5.2;5.67;0.049;0.007;0.037;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
10F60CB12;12;4;3;8.7;45;4.27;22;24.4;80;2640;NA;6.2;0.051;0.006;0.043;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
10F60CB12;12;5;1;7.2;34;5.39;17;18.5;80;1120;1.467;3.41;0.026;0.002;0.042;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
10F60CB12;12;5;2;7.2;34;5.39;17;18.5;80;1120;1.2;3.42;0.019;0;0.045;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
10F60CB12;12;5;3;7.2;34;5.39;17;18.5;80;1120;NA;3.33;0.022;0.003;0.053;15.5;77;0;36;29.87;6.367;94898.912;2636.081;3.764
>80CB3;13;1;1;6.95;74;2.12;37;15.4;80;880;0.7;3.16;0;0;0.032;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB3;13;1;2;6.95;74;2.12;37;15.4;80;880;0.6;3.25;0;0.004;0.032;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB3;13;1;3;6.95;74;2.12;37;15.4;80;880;NA;3.2;0;0;0.032;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB3;13;2;1;7.36;68;1.83;34;18;0;1280;0.8;3.07;0;0;0;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB3;13;2;2;7.36;68;1.83;34;18;0;1280;0.8;3.43;0;0.002;0.152;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB3;13;2;3;7.36;68;1.83;34;18;0;1280;NA;3.24;0;0;0.184;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB3;13;3;1;8.24;152;0.89;76;28.3;0;720;4.1;23.8;0.016;0.005;0.048;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB3;13;3;2;8.24;152;0.89;76;28.3;0;720;6.4;23.1;0;0.009;0.032;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB3;13;3;3;8.24;152;0.89;76;28.3;0;720;NA;23.7;0.026;0;0.035;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB3;13;4;1;8.11;106;1.32;53;26.2;80;3920;6.4;17;0;0.008;0.034;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB3;13;4;2;8.11;106;1.32;53;26.2;80;3920;5.4;17.1;0;0.009;0.032;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB3;13;4;3;8.11;106;1.32;53;26.2;80;3920;NA;16.9;0;0.008;0.042;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB3;13;5;1;7.66;86;4.32;44;19.6;80;1520;4;7.24;0;0.004;0;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB3;13;5;2;7.66;86;4.32;44;19.6;80;1520;3.875;6.99;0.012;0.002;0.024;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB3;13;5;3;7.66;86;4.32;44;19.6;80;1520;NA;6.32;0.019;0.003;0;12.64;100;0.22;14;38.699;2.361;35182.658;2513.047;1.663
>80CB5;14;1;1;7.66;61;6.27;30;16.3;160;880;1.4;2.8;0;0;0.026;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB5;14;1;2;7.66;61;6.27;30;16.3;160;880;0.5;2.9;0;0;0.031;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB5;14;1;3;7.66;61;6.27;30;16.3;160;880;NA;3.03;0;0;0.029;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB5;14;2;1;7.73;82;5.98;41;22;1680;19600;4.2;5.83;0;0;0.026;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB5;14;2;2;7.73;82;5.98;41;22;1680;19600;2;5.43;0;0;0.031;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB5;14;2;3;7.73;82;5.98;41;22;1680;19600;NA;5.55;0;0;0.023;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB5;14;3;1;8.58;76;2.66;38;23;0;0;3.9;7.19;0.029;0.003;0.039;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB5;14;3;2;8.58;76;2.66;38;23;0;0;4.3;8.05;0.026;0.003;0.037;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB5;14;3;3;8.58;76;2.66;38;23;0;0;NA;8.74;0.034;0.003;0.042;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB5;14;4;1;8.05;64;2.7;32;24.7;400;1360;2.3;5.89;0.029;0.005;0.055;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB5;14;4;2;8.05;64;2.7;32;24.7;400;1360;2.2;5.62;0.029;0.003;0.042;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB5;14;4;3;8.05;64;2.7;32;24.7;400;1360;NA;5.67;0.026;0.004;0.04;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB5;14;5;1;8.24;59;4.37;29;17.2;80;2240;2.2;2.73;0.017;0.002;0.069;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB5;14;5;2;8.24;59;4.37;29;17.2;80;2240;1.3;2.89;0.016;0;0.075;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB5;14;5;3;8.24;59;4.37;29;17.2;80;2240;NA;2.83;0.012;0.002;0.077;13.52;89.61;0;52;28.646;8.842;131790.491;2534.433;3.462
>80CB27;15;1;1;8.25;84;5.41;42;22;240;1760;5.2;5;0;0.003;0.066;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
>80CB27;15;1;2;8.25;84;5.41;42;22;240;1760;4.44;5;0.014;0.002;0.088;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
>80CB27;15;1;3;8.25;84;5.41;42;22;240;1760;NA;5;0;0.003;0.068;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
>80CB27;15;2;1;8.25;84;5.41;42;22;240;1760;5.2;11;0;0.003;0.066;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
>80CB27;15;2;2;8.25;84;5.41;42;22;240;1760;4.44;11;0.014;0.002;0.088;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
>80CB27;15;2;3;8.25;84;5.41;42;22;240;1760;NA;11;0;0.003;0.068;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
>80CB27;15;3;1;8.9;96;4.99;48;25.6;240;1040;7.3;9.12;0;0;0.047;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
>80CB27;15;3;2;8.9;96;4.99;48;25.6;240;1040;4.5;9.09;0.012;0.002;0.098;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
>80CB27;15;3;3;8.9;96;4.99;48;25.6;240;1040;NA;8.94;0;0.001;0.053;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
>80CB27;15;4;1;8.25;88;5.34;44;23;160;1760;7.714;21.3;0.029;0.009;0;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
>80CB27;15;4;2;8.25;88;5.34;44;23;160;1760;8.429;21.5;0.029;0.006;0.024;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
>80CB27;15;4;3;8.25;88;5.34;44;23;160;1760;NA;21.5;0.029;0.009;0.029;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
>80CB27;15;5;1;7.6;70;5.9;35;17.7;240;2400;0.6;1.57;0;0.002;0.151;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
>80CB27;15;5;2;7.6;70;5.9;35;17.7;240;2400;0.4;1.58;0;0;0.143;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
>80CB27;15;5;3;7.6;70;5.9;35;17.7;240;2400;NA;1.59;0;0;0.122;12.51;82.14;2.03;22;16.069;2.591;38611.831;1755.083;1.755
60F10SB24;16;1;1;7.73;39;8.19;20;15.9;0;960;0.222;1.11;0;0;0.066;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB24;16;1;2;7.73;39;8.19;20;15.9;0;960;0;1.25;0;0;0.069;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB24;16;1;3;7.73;39;8.19;20;15.9;0;960;NA;1.07;0;0;0.127;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB24;16;2;1;8;41;7.67;21;16;0;800;1;1.29;0;0;0.093;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB24;16;2;2;8;41;7.67;21;16;0;800;0.5;1.67;0;0;0.055;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB24;16;2;3;8;41;7.67;21;16;0;800;NA;1.34;0;0;0.08;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB24;16;3;1;8;24;6.25;12;19.8;640;6720;0.1;2.09;0;0;0.079;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB24;16;3;2;8;24;6.25;12;19.8;640;6720;0.2;1.98;0;0;0.077;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB24;16;3;3;8;24;6.25;12;19.8;640;6720;NA;2.08;0;0;0.085;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB24;16;4;1;8;23;5.61;11;22.1;0;1360;0.2;2.1;0;0.002;0.058;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB24;16;4;2;8;23;5.61;11;22.1;0;1360;0.6;2.15;0;0.003;0.055;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB24;16;4;3;8;23;5.61;11;22.1;0;1360;NA;2.1;0;0.002;0.058;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB24;16;5;1;8.32;60;5.49;30;14.9;80;800;0.1;1.12;0;0.002;0.139;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB24;16;5;2;8.32;60;5.49;30;14.9;80;800;1.7;1.13;0;0;0.139;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB24;16;5;3;8.32;60;5.49;30;14.9;80;800;NA;1.14;0;0.002;0.131;16.33;8.41;83.53;13;33.651;2.045;30475.247;2344.25;1.745
60F10SB29;17;1;1;8.4;30;5.32;15;19.8;5120;800;13.033;45;0.053;0.003;0.139;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB29;17;1;2;8.4;30;5.32;15;19.8;5120;800;12.467;45;0.037;0.007;0.113;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB29;17;1;2;8.4;30;5.32;15;19.8;5120;800;NA;45;0.035;0.011;0.124;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB29;17;2;1;8.4;30;5.32;15;19.8;5120;800;13.033;30;0.053;0.003;0.139;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB29;17;2;2;8.4;30;5.32;15;19.8;5120;800;12.467;30;0.037;0.007;0.113;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB29;17;2;3;8.4;30;5.32;15;19.8;5120;800;NA;30;0.035;0.011;0.124;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB29;17;3;1;7.9;33;5.11;17;20.6;40960;148480;9.8;46.1;0.049;0.002;0.173;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB29;17;3;2;7.9;33;5.11;17;20.6;40960;148480;8.6;45.1;0.053;0.018;0.13;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB29;17;3;3;7.9;33;5.11;17;20.6;40960;148480;NA;44.9;0.044;0.011;0.163;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB29;17;4;1;7.9;28;5.74;14;22.2;5120;30720;21;30.7;0.084;0.007;0.087;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB29;17;4;2;7.9;28;5.74;14;22.2;5120;30720;18.4;30.7;0.034;0.001;0.047;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB29;17;4;3;7.9;28;5.74;14;22.2;5120;30720;NA;31;0.044;0.009;0.069;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB29;17;5;1;7;30;5.13;15;16.6;160;800;8.3;9.15;0.026;0;0.157;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB29;17;5;2;7;30;5.13;15;16.6;160;800;10.4;8.76;0.024;0;0.162;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB29;17;5;3;7;30;5.13;15;16.6;160;800;NA;9.25;0.017;0.002;0.139;17.74;22.41;64.66;92;22.237;15.889;236807.845;2573.998;3.977
60F10SB31;18;1;1;8.4;25;5.62;12;21.2;160;3440;7.644;11;0.016;0.002;0.121;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
60F10SB31;18;1;2;8.4;25;5.62;12;21.2;160;3440;8.944;11;0.016;0.003;0.123;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
60F10SB31;18;1;3;8.4;25;5.62;12;21.2;160;3440;NA;11;0.018;0.003;0.122;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
60F10SB31;18;2;1;8.4;25;5.62;12;21.2;160;3440;7.644;8;0.016;0.002;0.121;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
60F10SB31;18;2;2;8.4;25;5.62;12;21.2;160;3440;8.944;8;0.016;0.003;0.123;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
60F10SB31;18;2;3;8.4;25;5.62;12;21.2;160;3440;NA;8;0.018;0.003;0.122;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
60F10SB31;18;3;1;8.89;33;5.22;16;24.2;0;3920;7;11.8;0.019;0.002;0.08;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
60F10SB31;18;3;2;8.89;33;5.22;16;24.2;0;3920;4.8;11.9;0.021;0.003;0.066;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
60F10SB31;18;3;3;8.89;33;5.22;16;24.2;0;3920;NA;11.6;0.012;0.003;0.072;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
60F10SB31;18;4;1;8;33;5.5;16;22.7;240;3440;7.4;8.29;0.014;0.003;0.106;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
60F10SB31;18;4;2;8;33;5.5;16;22.7;240;3440;5.5;8.12;0.012;0.004;0.125;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
60F10SB31;18;4;3;8;33;5.5;16;22.7;240;3440;NA;7.97;0.014;0.002;0.123;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
60F10SB31;18;5;1;7;11;6.16;6;16.7;80;3120;8.533;9.02;0;0.002;0.176;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
60F10SB31;18;5;2;7;11;6.16;6;16.7;80;3120;16.533;9.55;0.014;0.002;0.178;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
60F10SB31;18;5;3;7;11;6.16;6;16.7;80;3120;NA;8.92;0.027;0.003;0.17;10;26.29;74.06;22;20.92;3.83;57079.539;2594.524;1.786
30F30SB10;19;1;1;7.14;27;7.19;13;14.3;0;240;1.2;2.67;0;0;0.04;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB10;19;1;2;7.14;27;7.19;13;14.3;0;240;1.9;2.81;0;0.002;0.067;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB10;19;1;3;7.14;27;7.19;13;14.3;0;240;NA;2.83;0;0;0.059;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB10;19;2;1;7.69;52;6.82;26;18.7;0;0;1.6;4.38;0;0.002;0.139;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB10;19;2;2;7.69;52;6.82;26;18.7;0;0;1.765;5.04;0;0;0.053;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB10;19;2;3;7.69;52;6.82;26;18.7;0;0;NA;4.74;0;0;0.035;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB10;19;3;1;7.3;30;4.84;15;21.3;80;3200;5.3;8.31;0.014;0.004;0.04;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB10;19;3;2;7.3;30;4.84;15;21.3;80;3200;4.5;8.4;0.019;0.005;0.051;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB10;19;3;3;7.3;30;4.84;15;21.3;80;3200;NA;8.59;0.012;0.004;0.042;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB10;19;4;1;7.3;33;4.7;17;20.3;0;0;71;132;0.16;0.022;0.309;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB10;19;4;2;7.3;33;4.7;17;20.3;0;0;48;131;0.126;0.007;0.157;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB10;19;4;3;7.3;33;4.7;17;20.3;0;0;NA;132;0.141;0.009;0.175;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB10;19;5;1;7.2;25;6.31;12;14.4;320;2480;1;1;0;0.003;0.103;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB10;19;5;2;7.2;25;6.31;12;14.4;320;2480;1.5;3.04;0;0;0.085;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB10;19;5;3;7.2;25;6.31;12;14.4;320;2480;NA;3;0;0.003;0.093;34.47;17.79;49.26;13;10.325;1.811;26992.966;2076.382;1.935
30F30SB22;20;1;1;7.17;44;5.16;25;15.8;320;1200;0.333;3.74;0;0;0;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB22;20;1;2;7.17;44;5.16;25;15.8;320;1200;0.4;3.79;0;0;0.026;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB22;20;1;3;7.17;44;5.16;25;15.8;320;1200;NA;3.69;0;0;0;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB22;20;2;1;6.71;27;3.98;13;18;160;960;0;3.01;0;0;0.023;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB22;20;2;2;6.71;27;3.98;13;18;160;960;0;2.9;0;0;0.016;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB22;20;2;3;6.71;27;3.98;13;18;160;960;NA;3.14;0;0;0.023;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB22;20;3;1;8.3;54;3.52;27;22;80;1360;1.1;11.7;0;0;0.035;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB22;20;3;2;8.3;54;3.52;27;22;80;1360;2.6;11.6;0;0.001;0.037;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB22;20;3;3;8.3;54;3.52;27;22;80;1360;NA;11.9;0;0.002;0.034;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB22;20;4;1;7.2;64;2.84;32;21.9;0;160;3.8;11.2;0;0.004;0;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB22;20;4;2;7.2;64;2.84;32;21.9;0;160;2.8;11;0;0.004;0.023;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB22;20;4;3;7.2;64;2.84;32;21.9;0;160;NA;11.1;0;0.003;0.029;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB22;20;5;1;6.8;28;2.85;14;15.7;0;320;1.4;3.6;0;0.002;0.021;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB22;20;5;2;6.8;28;2.85;14;15.7;0;320;1.2;3.28;0;0;0.029;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB22;20;5;3;6.8;28;2.85;14;15.7;0;320;NA;3.27;0;0.002;0.023;30;40.17;31;14;21.165;2.802;41762.026;2983.002;1.961
30F30SB23;21;1;1;7.4;50;7.07;19;15.6;80;2320;0.2;5.27;0;0;0.035;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
30F30SB23;21;1;2;7.4;50;7.07;19;15.6;80;2320;0.2;5.24;0;0;0.037;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
30F30SB23;21;1;3;7.4;50;7.07;19;15.6;80;2320;NA;5.09;0;0;0.034;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
30F30SB23;21;2;1;6.81;27;4.92;14;19.4;0;1280;1;4.7;0;0;0.026;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
30F30SB23;21;2;2;6.81;27;4.92;14;19.4;0;1280;0.75;4.48;0;0;0.026;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
30F30SB23;21;2;3;6.81;27;4.92;14;19.4;0;1280;NA;4.85;0;0;0.031;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
30F30SB23;21;3;1;8.7;47;3.61;24;22.9;0;0;6.933;16.6;0;0.004;0.035;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
30F30SB23;21;3;2;8.7;47;3.61;24;22.9;0;0;7.857;16.5;0;0.003;0.032;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
30F30SB23;21;3;3;8.7;47;3.61;24;22.9;0;0;NA;16.6;0;0;0.067;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
30F30SB23;21;4;1;7.4;47;2.32;24;19.9;80;1760;10.25;27.9;0;0.012;0.016;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
30F30SB23;21;4;2;7.4;47;2.32;24;19.9;80;1760;14.5;27.9;0;0.013;0.024;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
30F30SB23;21;4;3;7.4;47;2.32;24;19.9;80;1760;NA;27.9;0;0.01;0;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
30F30SB23;21;5;1;6.8;25;3.76;13;19.9;80;560;4.4;5.3;0;0.003;0.024;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
30F30SB23;21;5;2;6.8;25;3.76;13;19.9;80;560;4.2;5.31;0.024;0.006;0.031;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
30F30SB23;21;5;3;6.8;25;3.76;13;19.9;80;560;NA;5.28;0;0.004;0.029;31;41.53;39.42;9;14.732;0.98;14608.146;1623.127;1.692
10F60SB2;22;1;1;7.58;60;7.77;30;16.6;0;240;0.4;7.06;0;0;0.058;79.81;3.48;11.91;22;36.047;4.467;66572.92;3026.042;2.036
10F60SB2;22;1;2;7.58;60;7.77;30;16.6;0;240;0.6;8;0;0.005;0.123;79.81;3.48;11.91;22;36.047;4.467;66572.92;3026.042;2.036
10F60SB2;22;1;3;7.58;60;7.77;30;16.6;0;240;NA;7.03;0;0.004;0.109;79.81;3.48;11.91;22;36.047;4.467;66572.92;3026.042;2.036
10F60SB2;22;2;1;7.7;76;4.94;38;19.5;1440;2080;0.2;6.87;0;0.005;0.194;79.81;3.48;11.91;22;36.047;4.467;66572.92;3026.042;2.036
10F60SB2;22;2;2;7.7;76;4.94;38;19.5;1440;2080;0.143;6.85;0;0.004;0.21;79.81;3.48;11.91;22;36.047;4.467;66572.92;3026.042;2.036
10F60SB2;22;2;3;7.7;76;4.94;38;19.5;1440;2080;NA;6.95;0;0.005;0.162;79.81;3.48;11.91;22;36.047;4.467;66572.92;3026.042;2.036
10F60SB2;22;3;1;8.96;74;4.74;37;22.3;240;1360;8.9;15.5;0.019;0.007;0.047;79.81;3.48;11.91;22;36.047;4.467;66572.92;3026.042;2.036
10F60SB2;22;3;2;8.96;74;4.74;37;22.3;240;1360;3.8;16;0.021;0.006;0.042;79.81;3.48;11.91;22;36.047;4.467;66572.92;3026.042;2.036
10F60SB2;22;3;3;8.96;74;4.74;37;22.3;240;1360;NA;15.8;0.012;0.005;0.039;79.81;3.48;11.91;22;36.047;4.467;66572.92;3026.042;2.036
10F60SB2;22;4;1;7.86;51;5.74;25;22.1;0;4080;7.6;38;0.012;0;0.101;79.81;3.48;11.91;22;36.047;4.467;66572.92;3026.042;2.036
10F60SB2;22;4;2;7.86;51;5.74;25;22.1;0;4080;23.4;38;0.039;0.015;0.098;79.81;3.48;11.91;22;36.047;4.467;66572.92;3026.042;2.036
10F60SB2;22;4;3;7.86;51;5.74;25;22.1;0;4080;NA;38.2;0.047;0.017;0.085;79.81;3.48;11.91;22;36.047;4.467;66572.92;3026.042;2.036
